"ISSUE","QX1","QX2","QX3","QX4","QX5","QX6","QX7","DATES"
2018131,1,9,9,1,5,1,9,"2018-11-9"
2018130,0,1,1,6,4,6,6,"2018-11-6"
2018129,6,1,3,5,0,9,9,"2018-11-4"
2018128,1,6,0,3,2,5,4,"2018-11-2"
2018127,1,0,3,3,1,2,1,"2018-10-30"
2018126,5,9,2,0,3,5,0,"2018-10-28"
2018125,1,5,1,6,5,1,9,"2018-10-26"
2018124,8,3,2,2,6,5,8,"2018-10-23"
2018123,8,5,3,9,8,1,4,"2018-10-21"
2018122,4,8,2,3,1,2,3,"2018-10-19"
2018121,9,4,3,7,4,6,6,"2018-10-16"
2018120,1,8,1,2,1,1,0,"2018-10-14"
2018119,7,3,1,4,9,5,9,"2018-10-12"
2018118,9,4,8,2,9,4,7,"2018-10-9"
2018117,2,6,2,9,8,4,8,"2018-10-7"
2018116,6,2,8,4,6,9,9,"2018-10-5"
2018115,0,0,5,8,7,2,6,"2018-10-2"
2018114,0,5,4,3,7,8,3,"2018-9-30"
2018113,9,3,4,5,4,1,5,"2018-9-28"
2018112,8,3,9,9,6,1,4,"2018-9-25"
2018111,5,5,9,0,7,2,1,"2018-9-23"
2018110,2,9,3,9,0,4,4,"2018-9-21"
2018109,3,7,5,1,7,8,5,"2018-9-18"
2018108,6,4,7,3,3,6,8,"2018-9-16"
2018107,4,3,0,3,6,2,5,"2018-9-14"
2018106,8,3,5,9,1,0,8,"2018-9-11"
2018105,5,5,3,2,9,1,1,"2018-9-9"
2018104,4,5,1,6,3,0,3,"2018-9-7"
2018103,1,7,8,3,9,5,5,"2018-9-4"
2018102,0,1,4,5,8,5,3,"2018-9-2"
2018101,9,5,1,6,8,6,9,"2018-8-31"
2018100,7,8,6,5,8,4,0,"2018-8-28"
2018099,4,8,6,5,8,7,6,"2018-8-26"
2018098,4,9,8,6,2,1,2,"2018-8-24"
2018097,7,7,5,7,2,3,3,"2018-8-21"
2018096,5,5,0,0,7,6,0,"2018-8-19"
2018095,9,6,0,1,6,3,0,"2018-8-17"
2018094,1,2,5,6,4,9,7,"2018-8-14"
2018093,8,0,9,3,9,6,1,"2018-8-12"
2018092,9,7,5,2,5,9,1,"2018-8-10"
2018091,0,7,6,3,1,3,3,"2018-8-7"
2018090,8,7,8,8,7,6,6,"2018-8-5"
2018089,1,9,6,1,8,6,7,"2018-8-3"
2018088,4,8,7,6,7,5,3,"2018-7-31"
2018087,3,7,4,1,6,6,5,"2018-7-29"
2018086,6,0,9,8,0,3,4,"2018-7-27"
2018085,6,0,9,6,1,6,0,"2018-7-24"
2018084,4,4,9,5,5,9,7,"2018-7-22"
2018083,4,0,7,2,6,1,9,"2018-7-20"
2018082,1,1,0,4,1,9,2,"2018-7-17"
2018081,5,4,1,8,8,6,4,"2018-7-15"
2018080,8,3,4,4,0,4,9,"2018-7-13"
2018079,1,1,7,5,9,5,1,"2018-7-10"
2018078,3,4,8,8,0,1,4,"2018-7-8"
2018077,6,1,5,3,0,4,7,"2018-7-6"
2018076,3,1,1,2,8,2,9,"2018-7-3"
2018075,1,6,6,2,7,3,8,"2018-7-1"
2018074,1,4,8,6,0,9,7,"2018-6-29"
2018073,3,9,6,5,8,0,0,"2018-6-26"
2018072,7,9,6,5,7,5,8,"2018-6-24"
2018071,0,5,0,6,3,6,6,"2018-6-22"
2018070,6,6,5,9,4,2,9,"2018-6-19"
2018069,1,0,0,4,3,0,8,"2018-6-17"
2018068,2,7,7,6,4,4,9,"2018-6-15"
2018067,7,5,4,7,3,5,6,"2018-6-12"
2018066,5,5,0,3,4,5,0,"2018-6-10"
2018065,2,6,4,1,3,0,0,"2018-6-8"
2018064,9,6,1,1,0,3,4,"2018-6-5"
2018063,1,9,5,1,5,8,1,"2018-6-3"
2018062,2,6,8,3,4,7,3,"2018-6-1"
2018061,0,0,4,9,6,3,7,"2018-5-29"
2018060,2,2,7,0,8,9,2,"2018-5-27"
2018059,8,3,1,4,6,7,6,"2018-5-25"
2018058,9,1,6,4,7,5,9,"2018-5-22"
2018057,9,4,0,0,1,9,2,"2018-5-20"
2018056,4,7,2,3,0,5,3,"2018-5-18"
2018055,9,0,6,9,4,1,8,"2018-5-15"
2018054,7,2,8,9,7,7,4,"2018-5-13"
2018053,1,4,7,2,5,4,7,"2018-5-11"
2018052,3,7,7,8,0,6,8,"2018-5-8"
2018051,6,5,6,9,6,3,3,"2018-5-6"
2018050,8,0,1,2,2,5,3,"2018-5-4"
2018049,7,4,5,1,3,1,7,"2018-5-1"
2018048,8,2,0,8,8,4,0,"2018-4-29"
2018047,3,8,4,0,8,3,0,"2018-4-27"
2018046,0,2,2,4,6,6,3,"2018-4-24"
2018045,6,6,5,0,9,0,9,"2018-4-22"
2018044,7,3,6,8,6,2,9,"2018-4-20"
2018043,0,7,5,0,1,3,9,"2018-4-17"
2018042,4,7,4,0,2,5,1,"2018-4-15"
2018041,6,2,8,9,9,5,3,"2018-4-13"
2018040,6,5,4,4,3,6,2,"2018-4-10"
2018039,6,6,3,3,3,5,8,"2018-4-8"
2018038,7,2,8,3,9,3,9,"2018-4-6"
2018037,6,8,2,0,2,9,8,"2018-4-3"
2018036,4,4,6,4,2,3,7,"2018-4-1"
2018035,6,3,8,2,6,0,7,"2018-3-30"
2018034,3,7,3,7,3,8,5,"2018-3-27"
2018033,6,3,5,6,9,1,1,"2018-3-25"
2018032,8,0,8,4,3,8,1,"2018-3-23"
2018031,3,7,0,8,6,8,1,"2018-3-20"
2018030,8,0,0,1,6,2,3,"2018-3-18"
2018029,6,3,9,8,4,1,1,"2018-3-16"
2018028,9,8,1,9,8,6,7,"2018-3-13"
2018027,9,6,9,7,6,5,1,"2018-3-11"
2018026,8,0,3,1,1,3,0,"2018-3-9"
2018025,9,6,8,6,0,7,5,"2018-3-6"
2018024,1,9,6,2,7,2,7,"2018-3-4"
2018023,9,0,2,4,1,5,3,"2018-3-2"
2018022,4,1,3,4,7,3,0,"2018-2-27"
2018021,4,9,8,6,3,6,1,"2018-2-25"
2018020,4,0,6,5,6,1,1,"2018-2-23"
2018019,4,6,4,1,0,5,6,"2018-2-13"
2018018,3,2,5,9,9,5,8,"2018-2-11"
2018017,3,9,6,0,9,7,1,"2018-2-9"
2018016,6,9,3,3,9,4,7,"2018-2-6"
2018015,2,8,9,6,0,6,7,"2018-2-4"
2018014,0,7,2,7,1,6,9,"2018-2-2"
2018013,2,3,8,5,1,6,7,"2018-1-30"
2018012,3,9,2,7,5,4,1,"2018-1-28"
2018011,9,8,9,2,1,0,3,"2018-1-26"
2018010,5,1,1,8,1,3,6,"2018-1-23"
2018009,4,9,9,8,8,6,7,"2018-1-21"
2018008,7,9,4,8,4,7,0,"2018-1-19"
2018007,1,0,4,6,9,4,4,"2018-1-16"
2018006,0,5,8,8,1,5,2,"2018-1-14"
2018005,3,2,8,5,0,6,4,"2018-1-12"
2018004,2,5,9,2,2,9,7,"2018-1-9"
2018003,6,5,3,2,5,5,0,"2018-1-7"
2018002,9,5,1,6,4,1,4,"2018-1-5"
2018001,7,9,8,5,5,4,9,"2018-1-2"
2017154,0,9,5,6,2,3,2,"2017-12-31"
2017153,9,7,6,2,1,8,9,"2017-12-29"
2017152,6,4,0,4,8,6,6,"2017-12-26"
2017151,4,9,2,8,1,6,3,"2017-12-24"
2017150,4,2,6,5,0,4,6,"2017-12-22"
2017149,9,4,1,7,1,1,6,"2017-12-19"
2017148,1,0,4,6,0,5,5,"2017-12-17"
2017147,6,4,8,4,3,0,1,"2017-12-15"
2017146,3,9,7,4,2,1,3,"2017-12-12"
2017145,7,4,5,2,0,0,0,"2017-12-10"
2017144,6,3,8,0,5,5,2,"2017-12-8"
2017143,4,7,6,3,7,6,6,"2017-12-5"
2017142,5,1,9,9,8,2,5,"2017-12-3"
2017141,4,4,6,0,5,0,7,"2017-12-1"
2017140,0,6,9,1,1,0,7,"2017-11-28"
2017139,9,1,7,6,3,1,8,"2017-11-26"
2017138,0,2,6,8,6,5,5,"2017-11-24"
2017137,3,7,2,9,0,5,4,"2017-11-21"
2017136,9,0,4,3,1,8,1,"2017-11-19"
2017135,2,3,4,6,9,6,4,"2017-11-17"
2017134,1,8,3,7,2,2,6,"2017-11-14"
2017133,4,6,2,9,0,9,4,"2017-11-12"
2017132,8,5,8,2,6,6,3,"2017-11-10"
2017131,6,5,9,3,4,9,7,"2017-11-7"
2017130,9,4,1,4,1,9,6,"2017-11-5"
2017129,4,8,0,7,0,3,8,"2017-11-3"
2017128,0,1,1,3,7,0,2,"2017-10-31"
2017127,1,3,6,3,6,2,2,"2017-10-29"
2017126,5,3,0,4,5,5,2,"2017-10-27"
2017125,4,4,4,4,2,8,3,"2017-10-24"
2017124,1,2,8,6,2,2,0,"2017-10-22"
2017123,4,3,2,6,2,3,3,"2017-10-20"
2017122,1,5,0,0,6,0,2,"2017-10-17"
2017121,5,1,6,1,2,0,9,"2017-10-15"
2017120,1,2,8,3,8,7,8,"2017-10-13"
2017119,2,6,6,5,0,3,6,"2017-10-10"
2017118,0,7,4,7,6,1,5,"2017-10-8"
2017117,9,0,4,5,5,6,3,"2017-10-6"
2017116,9,2,2,9,0,4,7,"2017-10-3"
2017115,9,7,9,2,5,4,0,"2017-10-1"
2017114,8,5,8,8,1,1,9,"2017-9-29"
2017113,4,7,4,2,9,1,6,"2017-9-26"
2017112,0,5,4,5,3,3,3,"2017-9-24"
2017111,8,1,0,4,3,0,4,"2017-9-22"
2017110,0,1,8,3,0,2,8,"2017-9-19"
2017109,2,9,8,7,9,3,6,"2017-9-17"
2017108,8,0,3,2,0,0,1,"2017-9-15"
2017107,4,1,7,9,0,1,1,"2017-9-12"
2017106,6,7,1,6,5,2,8,"2017-9-10"
2017105,4,3,6,5,7,8,2,"2017-9-8"
2017104,1,3,3,8,7,1,4,"2017-9-5"
2017103,7,0,6,7,2,7,4,"2017-9-3"
2017102,1,4,6,7,5,5,4,"2017-9-1"
2017101,9,7,6,0,7,9,5,"2017-8-29"
2017100,6,8,8,3,8,6,1,"2017-8-27"
2017099,0,5,1,3,7,2,5,"2017-8-25"
2017098,3,3,7,5,4,0,6,"2017-8-22"
2017097,2,7,4,9,4,9,8,"2017-8-20"
2017096,9,5,0,3,6,6,7,"2017-8-18"
2017095,6,8,5,6,9,6,7,"2017-8-15"
2017094,2,7,0,6,3,2,8,"2017-8-13"
2017093,1,5,8,7,8,1,9,"2017-8-11"
2017092,1,2,8,5,8,4,4,"2017-8-8"
2017091,0,6,2,6,9,5,9,"2017-8-6"
2017090,6,2,0,5,4,0,7,"2017-8-4"
2017089,3,2,1,9,5,3,5,"2017-8-1"
2017088,5,8,2,7,8,3,8,"2017-7-30"
2017087,8,1,5,5,1,8,7,"2017-7-28"
2017086,4,1,7,4,2,6,6,"2017-7-25"
2017085,4,9,5,8,7,4,6,"2017-7-23"
2017084,2,2,8,5,6,0,6,"2017-7-21"
2017083,2,3,6,0,7,5,0,"2017-7-18"
2017082,1,3,6,2,0,9,8,"2017-7-16"
2017081,6,7,4,5,0,8,2,"2017-7-14"
2017080,4,3,8,9,2,4,4,"2017-7-11"
2017079,6,0,9,6,8,8,1,"2017-7-9"
2017078,5,3,1,1,9,0,0,"2017-7-7"
2017077,2,4,2,3,6,9,9,"2017-7-4"
2017076,2,2,9,4,8,1,9,"2017-7-2"
2017075,3,3,2,3,5,0,1,"2017-6-30"
2017074,6,3,7,5,0,6,2,"2017-6-27"
2017073,7,2,3,0,0,2,4,"2017-6-25"
2017072,5,5,9,1,6,7,4,"2017-6-23"
2017071,3,4,2,7,0,7,1,"2017-6-20"
2017070,4,7,7,7,0,0,7,"2017-6-18"
2017069,1,2,2,5,9,6,8,"2017-6-16"
2017068,3,6,3,5,3,1,8,"2017-6-13"
2017067,0,0,3,0,7,9,3,"2017-6-11"
2017066,4,5,6,0,7,8,9,"2017-6-9"
2017065,6,6,0,9,8,8,7,"2017-6-6"
2017064,5,5,5,0,0,8,2,"2017-6-4"
2017063,9,0,7,8,6,9,3,"2017-6-2"
2017062,4,9,6,1,5,2,5,"2017-5-30"
2017061,6,5,6,7,8,0,7,"2017-5-28"
2017060,1,7,7,6,3,4,5,"2017-5-26"
2017059,9,8,2,5,2,5,5,"2017-5-23"
2017058,5,0,5,4,4,1,4,"2017-5-21"
2017057,9,9,5,1,0,4,2,"2017-5-19"
2017056,1,8,1,4,0,1,4,"2017-5-16"
2017055,2,4,5,1,9,4,4,"2017-5-14"
2017054,2,6,3,9,8,0,1,"2017-5-12"
2017053,6,6,6,6,4,5,8,"2017-5-9"
2017052,3,3,5,1,8,8,5,"2017-5-7"
2017051,0,1,3,6,4,9,5,"2017-5-5"
2017050,2,5,3,6,3,0,8,"2017-5-2"
2017049,8,0,8,1,5,9,8,"2017-4-30"
2017048,6,0,6,7,7,2,9,"2017-4-28"
2017047,3,9,0,3,7,5,4,"2017-4-25"
2017046,2,5,1,6,5,2,9,"2017-4-23"
2017045,1,9,4,0,0,5,8,"2017-4-21"
2017044,9,6,8,7,1,8,9,"2017-4-18"
2017043,2,2,5,5,7,8,7,"2017-4-16"
2017042,6,6,8,4,6,8,0,"2017-4-14"
2017041,5,5,6,9,6,1,9,"2017-4-11"
2017040,4,2,8,6,0,7,5,"2017-4-9"
2017039,1,0,2,1,5,2,0,"2017-4-7"
2017038,4,5,1,5,4,4,6,"2017-4-4"
2017037,3,2,6,5,9,3,7,"2017-4-2"
2017036,6,2,7,4,0,2,6,"2017-3-31"
2017035,3,5,2,5,7,6,8,"2017-3-28"
2017034,2,2,7,3,6,5,2,"2017-3-26"
2017033,5,1,1,8,3,2,0,"2017-3-24"
2017032,3,1,0,6,1,1,4,"2017-3-21"
2017031,4,4,6,0,5,2,0,"2017-3-19"
2017030,1,1,3,7,8,9,7,"2017-3-17"
2017029,3,9,6,0,6,1,2,"2017-3-14"
2017028,2,2,7,1,8,8,3,"2017-3-12"
2017027,3,4,5,8,0,4,8,"2017-3-10"
2017026,2,0,3,8,8,5,2,"2017-3-7"
2017025,8,8,9,8,0,5,7,"2017-3-5"
2017024,3,1,6,8,6,6,8,"2017-3-3"
2017023,3,2,0,9,1,6,9,"2017-2-28"
2017022,8,7,8,3,7,3,5,"2017-2-26"
2017021,1,7,2,9,2,9,1,"2017-2-24"
2017020,6,1,8,8,9,0,0,"2017-2-21"
2017019,1,1,2,7,8,0,4,"2017-2-19"
2017018,4,2,4,5,6,2,7,"2017-2-17"
2017017,9,3,2,1,1,9,0,"2017-2-14"
2017016,2,4,6,6,1,4,0,"2017-2-12"
2017015,9,4,1,1,6,6,8,"2017-2-10"
2017014,3,8,2,4,9,7,0,"2017-2-7"
2017013,9,3,9,4,8,0,8,"2017-2-5"
2017012,7,7,7,6,8,5,2,"2017-2-3"
2017011,0,6,0,7,4,7,4,"2017-1-24"
2017010,0,9,7,1,8,2,1,"2017-1-22"
2017009,2,0,0,9,1,0,9,"2017-1-20"
2017008,1,0,0,0,2,3,4,"2017-1-17"
2017007,8,8,2,7,2,7,6,"2017-1-15"
2017006,2,0,9,0,9,0,6,"2017-1-13"
2017005,3,8,4,7,1,1,6,"2017-1-10"
2017004,5,2,9,6,8,6,4,"2017-1-8"
2017003,6,3,8,7,4,8,5,"2017-1-6"
2017002,4,8,7,8,7,6,1,"2017-1-3"
2017001,2,5,3,5,3,8,9,"2017-1-1"
2016154,0,5,1,4,4,9,1,"2016-12-30"
2016153,1,3,8,3,6,2,5,"2016-12-27"
2016152,3,5,1,3,3,0,0,"2016-12-25"
2016151,1,6,9,2,4,9,1,"2016-12-23"
2016150,1,0,8,9,5,1,1,"2016-12-20"
2016149,0,0,6,1,7,5,5,"2016-12-18"
2016148,8,7,2,5,6,0,3,"2016-12-16"
2016147,4,7,5,2,8,7,7,"2016-12-13"
2016146,0,5,8,2,0,0,2,"2016-12-11"
2016145,7,3,1,3,0,2,1,"2016-12-9"
2016144,0,5,4,7,1,8,6,"2016-12-6"
2016143,6,1,7,1,9,5,2,"2016-12-4"
2016142,7,0,7,2,8,0,1,"2016-12-2"
2016141,1,2,9,5,1,9,1,"2016-11-29"
2016140,8,7,2,5,2,9,8,"2016-11-27"
2016139,4,6,3,3,4,6,9,"2016-11-25"
2016138,6,8,7,0,3,3,7,"2016-11-22"
2016137,7,6,9,4,0,4,3,"2016-11-20"
2016136,2,5,0,2,0,8,7,"2016-11-18"
2016135,0,4,0,7,2,6,0,"2016-11-15"
2016134,3,4,0,1,8,6,1,"2016-11-13"
2016133,7,4,1,3,3,7,5,"2016-11-11"
2016132,5,2,7,0,8,9,4,"2016-11-8"
2016131,7,3,0,4,3,7,5,"2016-11-6"
2016130,2,6,2,0,1,3,3,"2016-11-4"
2016129,9,1,8,1,2,0,9,"2016-11-1"
2016128,8,6,5,3,3,1,4,"2016-10-30"
2016127,1,6,1,9,3,8,1,"2016-10-28"
2016126,5,0,8,5,2,3,6,"2016-10-25"
2016125,3,9,8,0,2,9,1,"2016-10-23"
2016124,9,6,7,3,7,6,3,"2016-10-21"
2016123,6,5,2,1,9,7,7,"2016-10-18"
2016122,5,9,4,1,0,5,3,"2016-10-16"
2016121,4,9,2,6,3,1,9,"2016-10-14"
2016120,4,0,4,4,4,1,6,"2016-10-11"
2016119,6,2,5,1,2,6,0,"2016-10-9"
2016118,0,1,1,1,6,1,3,"2016-10-7"
2016117,9,7,9,8,8,2,8,"2016-10-4"
2016116,2,8,9,7,8,6,1,"2016-10-2"
2016115,1,1,2,7,3,3,3,"2016-9-30"
2016114,5,1,7,1,2,7,8,"2016-9-27"
2016113,3,6,8,1,4,3,1,"2016-9-25"
2016112,9,1,3,4,7,7,9,"2016-9-23"
2016111,7,3,7,9,1,2,8,"2016-9-20"
2016110,9,5,3,8,2,7,1,"2016-9-18"
2016109,1,7,2,9,6,9,0,"2016-9-16"
2016108,1,5,2,2,9,0,0,"2016-9-13"
2016107,0,5,8,2,6,4,1,"2016-9-11"
2016106,0,5,1,4,7,6,0,"2016-9-9"
2016105,4,0,1,5,0,9,8,"2016-9-6"
2016104,8,6,1,7,8,5,3,"2016-9-4"
2016103,7,0,8,6,3,7,1,"2016-9-2"
2016102,3,1,5,1,0,6,3,"2016-8-30"
2016101,7,3,7,0,0,4,3,"2016-8-28"
2016100,5,8,0,9,4,4,5,"2016-8-26"
2016099,7,3,9,9,7,0,8,"2016-8-23"
2016098,5,2,7,4,2,3,1,"2016-8-21"
2016097,4,1,5,2,5,3,7,"2016-8-19"
2016096,5,6,2,0,7,6,1,"2016-8-16"
2016095,6,8,6,3,3,2,0,"2016-8-14"
2016094,8,5,2,9,1,3,5,"2016-8-12"
2016093,5,9,7,9,8,2,1,"2016-8-9"
2016092,6,1,4,4,3,2,5,"2016-8-7"
2016091,2,3,8,4,9,3,1,"2016-8-5"
2016090,0,2,5,1,1,2,1,"2016-8-2"
2016089,9,8,2,2,8,3,1,"2016-7-31"
2016088,4,9,6,2,8,7,4,"2016-7-29"
2016087,8,3,8,8,6,4,7,"2016-7-26"
2016086,8,8,2,7,5,1,2,"2016-7-24"
2016085,0,4,1,1,7,0,7,"2016-7-22"
2016084,5,6,6,6,0,4,3,"2016-7-19"
2016083,4,1,9,2,0,0,0,"2016-7-17"
2016082,2,6,6,3,4,8,1,"2016-7-15"
2016081,4,2,3,2,4,5,1,"2016-7-12"
2016080,2,0,2,8,5,0,4,"2016-7-10"
2016079,3,1,8,7,9,1,2,"2016-7-8"
2016078,3,3,5,5,3,7,1,"2016-7-5"
2016077,1,8,8,6,0,1,1,"2016-7-3"
2016076,6,1,5,9,7,4,0,"2016-7-1"
2016075,6,7,7,6,1,3,9,"2016-6-28"
2016074,8,8,3,0,2,5,8,"2016-6-26"
2016073,0,4,6,7,3,2,5,"2016-6-24"
2016072,9,1,7,9,6,0,0,"2016-6-21"
2016071,6,6,0,9,2,0,3,"2016-6-19"
2016070,8,4,2,7,5,3,5,"2016-6-17"
2016069,3,4,3,8,4,5,0,"2016-6-14"
2016068,0,7,0,0,2,7,8,"2016-6-12"
2016067,1,1,2,3,0,9,5,"2016-6-10"
2016066,6,5,6,0,6,1,2,"2016-6-7"
2016065,3,7,4,5,4,8,1,"2016-6-5"
2016064,8,3,0,7,8,9,0,"2016-6-3"
2016063,0,8,6,1,0,1,5,"2016-5-31"
2016062,4,2,0,2,8,1,5,"2016-5-29"
2016061,1,2,9,2,9,9,0,"2016-5-27"
2016060,8,2,5,3,3,1,3,"2016-5-24"
2016059,1,3,4,6,1,7,4,"2016-5-22"
2016058,6,9,5,6,8,8,1,"2016-5-20"
2016057,8,6,8,6,7,0,9,"2016-5-17"
2016056,1,5,1,0,9,9,6,"2016-5-15"
2016055,0,4,6,8,0,8,0,"2016-5-13"
2016054,6,2,4,0,8,1,3,"2016-5-10"
2016053,0,1,6,3,6,9,6,"2016-5-8"
2016052,2,2,8,7,4,4,9,"2016-5-6"
2016051,0,2,8,6,2,4,6,"2016-5-3"
2016050,4,6,0,9,2,3,6,"2016-5-1"
2016049,2,5,6,0,0,7,2,"2016-4-29"
2016048,7,8,9,9,8,6,4,"2016-4-26"
2016047,2,9,8,8,8,4,1,"2016-4-24"
2016046,9,9,6,2,8,6,5,"2016-4-22"
2016045,2,8,1,0,5,7,6,"2016-4-19"
2016044,5,3,9,9,9,7,1,"2016-4-17"
2016043,3,9,0,7,5,0,2,"2016-4-15"
2016042,6,4,0,1,1,4,1,"2016-4-12"
2016041,6,2,6,2,3,3,3,"2016-4-10"
2016040,6,0,8,4,6,1,5,"2016-4-8"
2016039,9,1,1,9,1,3,9,"2016-4-5"
2016038,2,8,1,7,1,1,1,"2016-4-3"
2016037,9,4,9,4,3,0,4,"2016-4-1"
2016036,6,6,1,8,6,7,0,"2016-3-29"
2016035,8,4,8,7,9,2,8,"2016-3-27"
2016034,5,1,0,0,5,2,4,"2016-3-25"
2016033,6,7,9,1,6,8,0,"2016-3-22"
2016032,0,5,6,3,4,3,5,"2016-3-20"
2016031,5,0,3,0,2,3,3,"2016-3-18"
2016030,4,4,1,1,7,2,1,"2016-3-15"
2016029,1,5,7,9,1,6,2,"2016-3-13"
2016028,7,9,3,6,0,2,5,"2016-3-11"
2016027,6,8,2,5,9,8,2,"2016-3-8"
2016026,9,3,6,1,1,8,6,"2016-3-6"
2016025,8,8,8,2,3,8,9,"2016-3-4"
2016024,8,7,4,5,5,5,6,"2016-3-1"
2016023,7,4,6,2,6,4,3,"2016-2-28"
2016022,4,3,0,1,1,9,7,"2016-2-26"
2016021,1,2,8,8,5,1,3,"2016-2-23"
2016020,5,5,8,2,6,3,7,"2016-2-21"
2016019,4,9,8,4,2,7,9,"2016-2-19"
2016018,7,9,8,1,2,7,3,"2016-2-16"
2016017,4,1,3,6,6,6,4,"2016-2-14"
2016016,6,6,7,2,3,6,1,"2016-2-5"
2016015,3,8,1,3,3,1,8,"2016-2-2"
2016014,4,4,6,0,1,9,9,"2016-1-31"
2016013,8,3,1,5,0,4,7,"2016-1-29"
2016012,6,6,3,6,6,0,6,"2016-1-26"
2016011,2,3,8,3,1,6,2,"2016-1-24"
2016010,8,6,8,7,2,2,9,"2016-1-22"
2016009,9,3,3,9,5,7,2,"2016-1-19"
2016008,6,8,1,1,8,3,8,"2016-1-17"
2016007,9,9,4,0,8,3,5,"2016-1-15"
2016006,6,1,5,7,5,2,3,"2016-1-12"
2016005,5,9,6,6,1,8,3,"2016-1-10"
2016004,8,4,8,1,0,6,0,"2016-1-8"
2016003,5,4,2,1,7,4,4,"2016-1-5"
2016002,0,2,6,2,5,3,0,"2016-1-3"
2016001,8,9,3,0,8,0,9,"2016-1-1"
2015153,7,9,7,2,0,1,3,"2015-12-29"
2015152,3,3,9,2,0,7,5,"2015-12-27"
2015151,4,3,8,7,9,1,9,"2015-12-25"
2015150,9,0,4,3,3,6,6,"2015-12-22"
2015149,5,0,1,4,0,7,1,"2015-12-20"
2015148,7,3,7,9,8,8,9,"2015-12-18"
2015147,4,9,4,3,9,8,9,"2015-12-15"
2015146,2,0,8,2,1,9,0,"2015-12-13"
2015145,2,5,4,4,4,9,6,"2015-12-11"
2015144,4,6,8,4,1,4,3,"2015-12-8"
2015143,9,8,2,8,2,8,6,"2015-12-6"
2015142,2,9,4,2,4,5,8,"2015-12-4"
2015141,3,4,8,5,7,1,0,"2015-12-1"
2015140,3,5,8,5,5,5,4,"2015-11-29"
2015139,0,7,6,7,0,2,7,"2015-11-27"
2015138,5,6,8,4,1,7,7,"2015-11-24"
2015137,3,7,9,4,7,0,6,"2015-11-22"
2015136,9,7,3,3,4,6,9,"2015-11-20"
2015135,3,3,6,2,3,0,3,"2015-11-17"
2015134,3,9,7,0,2,7,8,"2015-11-15"
2015133,8,1,2,5,1,7,7,"2015-11-13"
2015132,3,4,6,2,5,0,2,"2015-11-10"
2015131,7,2,2,4,4,4,7,"2015-11-8"
2015130,8,0,9,9,9,3,1,"2015-11-6"
2015129,6,7,1,7,2,8,9,"2015-11-3"
2015128,1,4,2,5,6,7,7,"2015-11-1"
2015127,5,3,4,1,4,9,8,"2015-10-30"
2015126,2,8,3,9,0,2,7,"2015-10-27"
2015125,5,4,8,5,5,6,8,"2015-10-25"
2015124,7,7,5,9,8,9,0,"2015-10-23"
2015123,4,8,5,7,1,1,9,"2015-10-20"
2015122,8,6,3,2,4,9,9,"2015-10-18"
2015121,9,6,4,0,8,7,0,"2015-10-16"
2015120,6,2,5,9,8,4,6,"2015-10-13"
2015119,6,1,6,6,5,8,3,"2015-10-11"
2015118,5,4,0,3,8,1,4,"2015-10-9"
2015117,1,4,3,9,6,2,5,"2015-10-6"
2015116,4,1,0,8,4,8,5,"2015-10-4"
2015115,9,3,8,5,0,6,5,"2015-10-2"
2015114,4,6,2,2,3,3,6,"2015-9-29"
2015113,2,5,2,7,9,2,7,"2015-9-27"
2015112,5,2,1,7,7,0,9,"2015-9-25"
2015111,8,7,4,6,3,9,6,"2015-9-22"
2015110,3,3,2,4,4,9,8,"2015-9-20"
2015109,4,9,6,0,4,2,0,"2015-9-18"
2015108,6,5,5,6,7,4,8,"2015-9-15"
2015107,5,2,9,3,4,7,6,"2015-9-13"
2015106,1,0,8,4,3,8,2,"2015-9-11"
2015105,4,9,3,0,8,3,4,"2015-9-8"
2015104,7,1,1,5,0,5,8,"2015-9-6"
2015103,2,3,6,1,7,6,2,"2015-9-4"
2015102,1,5,2,7,7,7,3,"2015-9-1"
2015101,9,4,6,5,8,6,1,"2015-8-30"
2015100,1,3,2,5,2,6,1,"2015-8-28"
2015099,2,3,8,4,7,8,6,"2015-8-25"
2015098,7,7,7,2,3,9,6,"2015-8-23"
2015097,4,1,8,5,8,9,3,"2015-8-21"
2015096,3,9,0,2,2,5,2,"2015-8-18"
2015095,0,6,6,9,0,6,1,"2015-8-16"
2015094,6,6,3,8,2,4,3,"2015-8-14"
2015093,6,0,0,5,9,6,8,"2015-8-11"
2015092,0,7,8,0,3,6,6,"2015-8-9"
2015091,6,1,2,1,8,6,5,"2015-8-7"
2015090,0,8,7,1,8,0,9,"2015-8-4"
2015089,9,6,2,7,6,0,8,"2015-8-2"
2015088,3,9,1,2,6,5,0,"2015-7-31"
2015087,4,3,3,0,1,9,4,"2015-7-28"
2015086,8,1,3,5,1,6,3,"2015-7-26"
2015085,0,6,6,7,2,8,3,"2015-7-24"
2015084,3,8,6,3,8,3,6,"2015-7-21"
2015083,8,2,6,4,3,9,4,"2015-7-19"
2015082,8,5,7,5,5,5,4,"2015-7-17"
2015081,7,1,6,8,1,0,7,"2015-7-14"
2015080,1,0,5,7,8,1,1,"2015-7-12"
2015079,9,8,6,2,2,6,6,"2015-7-10"
2015078,5,8,3,8,0,4,5,"2015-7-7"
2015077,1,9,8,1,5,8,0,"2015-7-5"
2015076,0,4,0,8,0,1,6,"2015-7-3"
